Name,construct,parent,OD,GFP,RFP,GFP/OD,RFP/OD
pass,P19,P19,1.014,6033,1257,5949.704142,1239.64497
pass,S10A,P19,1.1458,50513,2804,44085.35521,2447.198464
pass,S10A,P19,1.1499,39282,2554,34161.23141,2221.062701
pass,S10A,P19,1.1594,50295,2715,43380.19665,2341.72848
pass,P22,P22,1.1015,49111,320,44585.56514,290.5129369
pass,P22,P22,1.0734,51883,316,48335.19657,294.3916527
pass,P22,P22,1.2176,37253,471,30595.43364,386.826544
pass,S9I10,P22,1.3603,3974,422,2921.414394,310.2256855
pass,S9I10,P22,1.2587,3522,331,2798.12505,262.9697307
pass,S9I10,P22,1.1843,3393,402,2864.983535,339.44102
pass,S9I35,P22,1.1578,5095,494,4400.587321,426.6712731
pass,S9I35,P22,0.9374,37251,249,39738.63879,265.6283337
pass,S9I35,P22,1.2381,5584,448,4510.136499,361.8447621
pass,4G,P22,1.219,3755,282,3080.393765,231.3371616
pass,4G,P22,1.0793,3315,250,3071.435189,231.6316131
pass,4G,P22,1.2423,3585,364,2885.776383,293.0049102
